,station_coords,station_names
18195,"'118.934479,31.367418'",江张村
18196,"'118.938976,31.368542'",古檀大道(临时站)
18197,"'118.940026,31.366558'",湖滨中学
18200,"'118.946373,31.358185'",开发区管委会
18201,"'118.952873,31.362682'",金腾橡塑
18202,"'118.955569,31.364614'",古柏三兄
18203,"'118.961952,31.369148'",医疗器械产业园
18204,"'118.966519,31.372387'",图文广场
18205,"'118.971007,31.375586'",新能源汽车园
18206,"'118.975716,31.378906'",敖广
18207,"'118.97905,31.381207'",早御巷
18208,"'118.981619,31.382964'",高淳驾校
18209,"'118.989937,31.388647'",高淳外校
18210,"'118.992956,31.390725'",双牌石
18211,"'118.993405,31.387396'",漆桥菜场
18212,"'118.993156,31.385151'",双牌石大街
18213,"'118.992851,31.382469'",漆桥街道
18214,"'118.993736,31.380187'",双牌石客运站
20195,"'118.876563,31.341168'",高淳枢纽站
20196,"'118.87786,31.335838'",华地嘉园
20197,"'118.877525,31.33017'",红太阳广场
20198,"'118.876854,31.32888'",交通运输局
20199,"'118.87487,31.328857'",凤岭公园
20200,"'118.869266,31.328427'",甘霖路口
20201,"'118.866697,31.325773'",淳中路口
20203,"'118.869236,31.323516'",中医院(新院区)
20204,"'118.870725,31.322209'",泮池园
20205,"'118.872963,31.322742'",运管所
20206,"'118.876042,31.323464'",八佰伴
20207,"'118.877543,31.323082'",温州商贸城东
20208,"'118.878071,31.320278'",湖滨花苑
20209,"'118.878456,31.318159'",星河湾
20210,"'118.879082,31.31547'",固城湖花园
20211,"'118.881834,31.315391'",景桥茗苑
20212,"'118.884781,31.315756'",依水佳苑
20213,"'118.889816,31.316229'",迎湖茗苑
20214,"'118.892885,31.317103'",大湖美锦北
20215,"'118.895408,31.318981'",湖滨一品
20216,"'118.89575,31.323793'",苏宁雅居
20220,"'118.89388,31.340395'",区妇幼保健院
20221,"'118.887022,31.340967'",碧桂园西
20222,"'118.886428,31.343636'",中交荣域西
20223,"'118.885103,31.34965'",北部新城中学
20224,"'118.881853,31.346311'",北部新城小学
20225,"'118.876523,31.341465'",高淳枢纽站
21156,"'118.87652,31.3412'",高淳枢纽站
21157,"'118.871519,31.337242'",丰和湾
21158,"'118.867678,31.336285'",富丽花园
21159,"'118.866918,31.332476'",大市场
21160,"'118.863646,31.330482'",太安市场
21161,"'118.865295,31.327354'",康桥家园
21167,"'118.878837,31.324115'",建设银行
21168,"'118.882776,31.32433'",狮子山
21169,"'118.884822,31.324124'",凯金广场
21170,"'118.887549,31.324686'",阳光花园
21171,"'118.887465,31.329115'",临时站
21172,"'118.887417,31.33198'",学府花园
21176,"'118.898969,31.334113'",公交车站
21177,"'118.901924,31.334856'",万福城
21178,"'118.907646,31.336343'",奕淳绿园
21180,"'118.918234,31.338177'",南塘
21181,"'118.925993,31.343979'",双湖明珠
21182,"'118.929596,31.347405'",金牛机械
21183,"'118.932296,31.349674'",中邦制药
21184,"'118.931932,31.353226'",新区消防中心
21185,"'118.932085,31.35553'",大地水刀
21186,"'118.936104,31.358498'",杨家(茅山路)
21187,"'118.939823,31.361226'",人民医院南
21188,"'118.941306,31.364541'",人民医院
22245,"'118.876553,31.341109'",高淳枢纽站
22246,"'118.881943,31.346296'",北部新城小学
22247,"'118.885341,31.347749'",北部新城中学
22248,"'118.886641,31.341891'",碧桂园西
22249,"'118.895119,31.34045'",区妇幼保健院
22250,"'118.896509,31.338651'",御沁园
22253,"'118.895668,31.324358'",苏宁雅居
22254,"'118.89534,31.319002'",湖滨一品
22255,"'118.892943,31.317118'",临时站
22256,"'118.890365,31.316385'",迎湖茗苑
22257,"'118.885885,31.315768'",依水佳苑
22258,"'118.882135,31.315447'",景桥茗苑
22259,"'118.879219,31.315317'",固城湖花园
22260,"'118.878494,31.318325'",星河湾
22262,"'118.877735,31.322477'",温州商贸城东
22272,"'118.877995,31.336463'",华地嘉园
23086,"'116.265831,36.862873'",东转盘
23087,"'116.261835,36.862431'",农机商城
23088,"'116.259045,36.862661'",电业公司
23089,"'116.254855,36.863033'",小树林
23090,"'116.251159,36.86349'",蓝山小区北门
23091,"'116.247047,36.864151'",老国棉
23092,"'116.240239,36.865229'",天齐庙北门
23093,"'116.233832,36.866115'",老影院
23094,"'116.232552,36.86623'",阳光小区
23095,"'116.228848,36.86656'",妇幼保健院
23096,"'116.222315,36.867157'",一中
23097,"'116.218933,36.866423'",道德广场
23098,"'116.218141,36.862609'",大顺西门
23099,"'116.216991,36.856535'",南湖小区
23100,"'116.220447,36.853296'",二中
23101,"'116.224214,36.852976'",时风发展小区
23102,"'116.226491,36.851984'",南关
23103,"'116.225956,36.847191'",百盛居
23104,"'116.225792,36.845461'",职教中心
23105,"'116.230275,36.845902'",人民广场
23106,"'116.237649,36.843749'",普利花园北门
23107,"'116.245571,36.84364'",高唐职业教育中心南门
23108,"'116.248042,36.843605'",世家如意府
23615,"'119.012521,31.631382'",城南站
23616,"'119.016797,31.636096'",公安分局
23618,"'119.023138,31.644145'",西坛路口
23619,"'119.024562,31.646319'",中国银行
23628,"'119.048615,31.659674'",仪凤路口
23629,"'119.052721,31.659948'",中医院南
23630,"'119.057496,31.664002'",天利广场
23631,"'119.062205,31.668202'",水保路口
23632,"'119.067513,31.670977'",十里变电所
23633,"'119.075976,31.675572'",十里牌
23634,"'119.082487,31.679323'",门神岗
23635,"'119.08592,31.681267'",门神岗加油站
23636,"'119.095273,31.671966'",屏溪佳苑北
23637,"'119.095768,31.678917'",宁杭高铁溧水站
24144,"'119.05,31.630331'",崇文路小学
24145,"'119.047878,31.632365'",检察院
24146,"'119.038095,31.632335'",体育公园南
24152,"'119.031671,31.647122'",弯子口南站
24154,"'119.033446,31.651801'",永阳卫生院
24155,"'119.037836,31.651684'",青年路
24156,"'119.041888,31.651602'",金宝市场
24157,"'119.044987,31.652344'",阳光家苑
24158,"'119.044865,31.65668'",金山公寓
24159,"'119.044596,31.661149'",S7溧水站南
24160,"'119.044631,31.663637'",S7溧水站北
24161,"'119.044333,31.667696'",锦绣家园
24162,"'119.044115,31.67089'",秦淮花苑西
24163,"'119.043958,31.674375'",东城世家
24164,"'119.040786,31.676714'",东城世家北
24165,"'119.034588,31.676363'",碧水家园
24166,"'119.03072,31.679579'",塞纳名邸
24167,"'119.030395,31.685825'",明辉公司
24168,"'119.030288,31.690136'",珍珠北路
24169,"'119.031463,31.692799'",紫枫雅苑
24170,"'119.036923,31.692995'",孔家路口
24171,"'119.044812,31.693281'",中兴东路·秦淮大道
24172,"'119.047171,31.694637'",岗头路
24173,"'119.04036,31.699601'",控特电机
24174,"'119.03049,31.698225'",团山站
25105,"'119.067447,31.669036'",永阳园区
25106,"'119.068901,31.664791'",文昌路东
25107,"'119.063424,31.66204'",文昌路
25108,"'119.059592,31.660781'",段林公园
25109,"'119.052769,31.660017'",中医院
25110,"'119.04997,31.659846'",仪凤路口
25114,"'119.036332,31.657357'",交通幼儿园
25115,"'119.037127,31.652791'",宏泰花苑
25116,"'119.035862,31.646663'",三元新村
25117,"'119.034153,31.642225'",永阳幼儿园
25118,"'119.03237,31.640638'",广成花园
25119,"'119.032326,31.638312'",实验幼儿园
25120,"'119.03224,31.635035'",省溧中东
25121,"'119.031437,31.632326'",学府雅苑
25122,"'119.027548,31.633811'",省溧中西
25123,"'119.026649,31.637266'",南方新城
25124,"'119.020142,31.637321'",金蛙新村
25125,"'119.015938,31.63727'",悦居广场
25126,"'119.00145,31.63888'",凤凰小镇
25127,"'119.001146,31.636849'",凤凰名苑
25128,"'118.99872,31.630789'",上竹山
25129,"'118.997619,31.628681'",七里甸路北
25130,"'118.99635,31.62628'",七里甸路南
25131,"'118.992873,31.617782'",华塘蓝庭苑
25132,"'118.993264,31.615226'",华塘佳苑
25133,"'118.993796,31.613461'",洪蓝便民服务中心(招呼站)
25134,"'118.992296,31.610612'",金牛北路
25135,"'118.988251,31.607912'",洪蓝
25136,"'118.986684,31.605459'",洪蓝小学
25137,"'118.985406,31.60291'",洪蓝客运站
25138,"'118.985498,31.591005'",沙板桥
25139,"'118.986797,31.584392'",冯村
25140,"'118.987366,31.581976'",薛家
25141,"'118.989028,31.576311'",汤村
25142,"'118.991788,31.56895'",下仓头
25143,"'118.993172,31.56481'",渔歌
25144,"'118.997844,31.561257'",洪蓝公交首末站
27234,"'118.842255,32.145568'",八卦洲大桥南
27235,"'118.829597,32.143424'",笆斗山
27236,"'118.821914,32.136112'",燕子矶
27237,"'118.821339,32.126634'",吉祥庵
27238,"'118.818517,32.117229'",晓庄
27239,"'118.809677,32.102712'",迈皋桥
27240,"'118.802053,32.095774'",红山动物园
27241,"'118.796703,32.086701'",南京站
27242,"'118.783714,32.079871'",新模范马路
27243,"'118.784221,32.070381'",玄武门
27244,"'118.783701,32.058667'",鼓楼
27245,"'118.784208,32.050974'",珠江路
27246,"'118.784136,32.041806'",新街口
27247,"'118.783837,32.030966'",张府园
27248,"'118.781583,32.023021'",三山街
27249,"'118.774447,32.006748'",中华门
27250,"'118.761645,31.991702'",安德门
27251,"'118.763131,31.979272'",天隆寺
27252,"'118.774598,31.976801'",软件大道
27253,"'118.785648,31.977795'",花神庙
27254,"'118.797957,31.968749'",南京南站
27255,"'118.817196,31.963833'",双龙大道
27256,"'118.820141,31.952092'",河定桥
27257,"'118.821393,31.943549'",胜太路
27258,"'118.820843,31.931941'",百家湖
27259,"'118.832734,31.929735'",小龙湾
27260,"'118.844454,31.931965'",竹山路
27261,"'118.863561,31.937638'",天印大道
27262,"'118.877156,31.939902'",龙眠大道
27263,"'118.890239,31.933475'",南医大·江苏经贸学院
27264,"'118.904804,31.91286'",南京交院
27265,"'118.914127,31.897684'",中国药科大学
28258,"'103.441012,29.578664'",黄湾游客中心
28259,"'103.445081,29.578351'",张坝停车场
28260,"'103.445146,29.582686'",峨眉山滑翔伞基地
28261,"'103.450934,29.587801'",花海2号停车场
28262,"'103.452585,29.592649'",花海1号停车场
28263,"'103.454413,29.595981'",只有峨眉山戏剧幻城
28375,"'118.83786,31.939657'",区市民广场
28376,"'118.837188,31.942463'",新亭西路西
28377,"'118.833824,31.944084'",盛泰桥客运站
28378,"'118.831103,31.947274'",盛泰桥
28379,"'118.83345,31.948282'",明月花园
28380,"'118.833372,31.950625'",雅仕居
28381,"'118.83816,31.950582'",商城
28382,"'118.840462,31.94993'",天印公园
28383,"'118.847031,31.948116'",金箔路·竹山路东
28384,"'118.850426,31.947178'",五小区
28385,"'118.856618,31.94903'",金宝市场
28386,"'118.859178,31.95278'",金箔路
28387,"'118.862286,31.957231'",东山总站西门
28388,"'118.864324,31.958747'",东山总站
28389,"'118.867667,31.955333'",南京市江宁医院
28390,"'118.868539,31.951473'",湖山路·湖东路
28391,"'118.86925,31.94735'",天元吉第城
28392,"'118.871845,31.945074'",天元吉第城南
28393,"'118.876275,31.945803'",佳福苑
28394,"'118.88018,31.945829'",花锦苑
28395,"'118.882553,31.944471'",如意苑
28396,"'118.881962,31.942036'",泉东路
28397,"'118.886207,31.936836'",龙眠大道
28398,"'118.889906,31.933633'",南京医科大学
28399,"'118.893283,31.930684'",龙眠大道·逸夫医院
28400,"'118.896558,31.927422'",江宁区职教中心
28401,"'118.898358,31.922347'",宋墅路
28402,"'118.8994,31.919276'",金陵协和神学院
28403,"'118.90271,31.91507'",海事学院
28404,"'118.905579,31.911858'",交通职业技术学院
28405,"'118.909115,31.909887'",玉树路
28406,"'118.910934,31.908798'",文博路北
28407,"'118.910706,31.906507'",文博路南
28408,"'118.909424,31.901745'",芝兰路
28409,"'118.914245,31.897478'",中国药科大学
28410,"'118.917713,31.895543'",中国药科大学东门
28411,"'118.921666,31.894611'",新华公寓场站
29744,"'120.690186,30.526043'",海宁宾馆公交站
29745,"'120.691689,30.526037'",中医院
29746,"'120.693801,30.526907'",太平弄
29747,"'120.696738,30.527328'",茅桥(徐志摩故居)
29748,"'120.69704,30.527285'",茅桥
29749,"'120.698303,30.527208'",景云桥小区
29750,"'120.698952,30.52684'",颐康养护院
29751,"'120.707314,30.524935'",群利桥
29752,"'120.710274,30.52474'",竦秀景苑
29753,"'120.712739,30.524583'",水月亭路群益路口
29754,"'120.714783,30.525961'",妇保院
29755,"'120.714606,30.532415'",紫荆花园
29756,"'120.71682,30.532751'",硖东南区一里
29757,"'120.721306,30.533394'",大施带桥
29758,"'120.726402,30.532621'",施带路丹梅路口
29759,"'120.739421,30.541296'",长山农贸市场
29760,"'120.742041,30.541808'",翁家汇
29761,"'120.744954,30.542553'",星光村
30068,"'102.505127,24.894405'",阳光小区后门
30069,"'102.510319,24.89082'",新村停车场
30070,"'102.507752,24.889648'",新村商场
30071,"'102.503793,24.888576'",凌波小区
30072,"'102.501633,24.890856'",博创
30073,"'102.498186,24.893005'",六万
30074,"'102.496355,24.895751'",昆明工业职业技术学院
30075,"'102.496293,24.897586'",昆钢商场
30076,"'102.494982,24.901243'",晓塘花园
30077,"'102.495907,24.905868'",昆钢交警四中队
30078,"'102.496202,24.91448'",昆钢物流园
30079,"'102.495397,24.917396'",东湖农贸市场
30080,"'102.495041,24.918685'",圆山村
30081,"'102.491881,24.921327'",东湖路口
30082,"'102.485842,24.921159'",大巷口
30083,"'102.482831,24.920985'",百花公园
30084,"'102.479682,24.917903'",稠州银行
30085,"'102.476975,24.918303'",市人民市医院
30086,"'102.4735,24.920077'",安宁一小
30087,"'102.466185,24.919972'",上城名筑
30088,"'102.466175,24.916133'",金色国际
30089,"'102.463637,24.914397'",安宁中学
30552,"'104.709002,31.749253'",蔚来城
30553,"'104.721671,31.748082'",江油税务
30554,"'104.724349,31.746337'",政府第二办公楼
30555,"'104.726476,31.746393'",政务服务中心
30556,"'104.727982,31.751244'",顺辉花园城
30557,"'104.728714,31.755264'",水岸花都
30558,"'104.729171,31.757804'",电力小区(招呼站)
30559,"'104.729813,31.761263'",博文小区
30560,"'104.73066,31.766359'",锦绣丽苑
30561,"'104.731554,31.768633'",诗城小学
30562,"'104.736732,31.768889'",恒丰园小区
30563,"'104.741393,31.770369'",新空间家园
30564,"'104.745193,31.77173'",鱼市口
30565,"'104.747732,31.770328'",五路口
30566,"'104.754032,31.765395'",长钢南二生活区
30567,"'104.755655,31.766871'",长城特钢
30568,"'104.758932,31.771914'",江油市第二人民医院西
30569,"'104.762248,31.776836'",江油市城东医院
30570,"'104.765503,31.781793'",迎宾广场
30571,"'104.761385,31.784683'",六合花园广场
30572,"'104.756649,31.790473'",东岸华庭
30993,"'118.762044,31.983741'",安德门大街·东向花
30994,"'118.762882,31.980097'",天隆寺地铁站
30995,"'118.723595,31.907904'",世凹桃源
30996,"'118.719299,31.848715'",大塘金
30997,"'118.70185,31.774812'",黄龙岘
30998,"'118.68486,31.762335'",朱门人家
31029,"'118.82138,31.932062'",百家湖
31030,"'118.817098,31.928469'",宁溧路西
31031,"'118.812309,31.928672'",利源路
31032,"'118.808511,31.927418'",利源南路
31033,"'118.808487,31.922657'",苏源大道
31034,"'118.806259,31.919514'",颐和西苑
31035,"'118.800165,31.916523'",水韵别墅
31036,"'118.793503,31.913694'",金德茂花园
31037,"'118.787655,31.911343'",河海大学江宁校区
31038,"'118.783226,31.910673'",康厚街
31039,"'118.775619,31.909591'",佛城西路
31040,"'118.77179,31.909084'",佛城西路中
31041,"'118.770461,31.904666'",水阁路
31042,"'118.773092,31.90028'",诚信大道
31043,"'118.772895,31.896992'",隐龙路北
31044,"'118.767614,31.895794'",水长街
31045,"'118.766345,31.893173'",施家井
31046,"'118.767968,31.873408'",东善桥社区
31047,"'118.76017,31.874449'",冯村
31048,"'118.753672,31.877743'",善林
31049,"'118.743624,31.880929'",祖堂山
31050,"'118.739278,31.882292'",南唐二陵
31051,"'118.738775,31.887032'",南唐二陵景区
31558,"'118.985269,32.136021'",仙林湖总站
31559,"'118.984685,32.13231'",学森路·仙林湖路
31560,"'118.982241,32.131897'",学森路东
31561,"'118.979395,32.13116'",学森路·守敬路
31562,"'118.978051,32.129795'",学森路
31563,"'118.976866,32.128434'",纬地路·学森路
31564,"'118.970239,32.127589'",纬地路·光启路
31565,"'118.959167,32.129791'",生命科技园
31566,"'118.953232,32.127708'",纬地路
31567,"'118.944115,32.124847'",信息学院
31568,"'118.941832,32.124559'",信息学院南门
31569,"'118.937698,32.123663'",文澜路东
31570,"'118.935753,32.122997'",紫金学院
31571,"'118.930374,32.123562'",高科荣域
31572,"'118.925285,32.12254'",鸿运嘉园
31573,"'118.92231,32.124245'",文成路
31574,"'118.916088,32.122812'",仙林高铁站
31575,"'118.911526,32.120405'",智谷大道·金创路
31576,"'118.907502,32.122869'",金港科创园
31577,"'118.90357,32.120498'",仙新路·科创路
31578,"'118.8975,32.127854'",仙新路地铁站
31999,"'118.781687,32.232407'",丁家山路总站
32000,"'118.776175,32.237098'",丁家山路·新华东路
32001,"'118.770788,32.236243'",扬子石化公司
32002,"'118.767552,32.23441'",平顶山公园
32003,"'118.763451,32.232052'",新华路·长冲步行街
32004,"'118.755424,32.229277'",毕洼路·新华路
32005,"'118.75323,32.231208'",毕洼路·欣乐路
32006,"'118.748516,32.230121'",旭升花苑
32007,"'118.745516,32.226356'",新华五村西
32008,"'118.741252,32.221927'",荣盛水景城
32009,"'118.736448,32.220987'",晓山北村北
32010,"'118.731016,32.216793'",卸甲甸地铁站
32011,"'118.728688,32.209082'",大厂·杨庄北
32012,"'118.726859,32.202971'",南京信息工程大学
32013,"'118.724586,32.195423'",龙王山东
32014,"'118.719306,32.177783'",旭日学府北
32015,"'118.716545,32.168659'",六合大道·沿江
32016,"'118.713041,32.156089'",宁六路·丽景路
32017,"'118.713475,32.149434'",宁六路·东大路
32018,"'118.715705,32.144598'",泰山新村地铁站
32019,"'118.719342,32.139132'",柳洲北路北
32020,"'118.718315,32.133338'",柳洲北路·泰达路
32021,"'118.718234,32.128815'",柳洲北路·丽岛路
32022,"'118.717644,32.124176'",小柳工业园
32023,"'118.717553,32.119985'",柳洲北路南
32024,"'118.708689,32.113985'",浦珠北路·浦东路
32025,"'118.700764,32.112231'",浦珠北路·浦六路
32026,"'118.693439,32.110751'",浦厂小区
32027,"'118.684648,32.106867'",明发城市广场
32028,"'118.675875,32.100109'",南京国际健康城北
32029,"'118.66926,32.094782'",石佛寺·鼓楼医院江北国际医院
32030,"'118.662943,32.088377'",浦口知识产权服务大厦
32031,"'118.657508,32.082477'",浦珠南路·万寿路
32032,"'118.654193,32.079516'",浦珠南路·临滁路
32033,"'118.645667,32.07273'",工业大学江浦校区南
32034,"'118.638966,32.067457'",阅景龙华
32035,"'118.636359,32.063824'",环宇家园北
32036,"'118.63694,32.05997'",浦珠花园
32037,"'118.632802,32.052777'",上河街·彩虹桥
32038,"'118.637934,32.050386'",省人民医院浦口分院
32039,"'118.633745,32.04328'",滨江和园东
32040,"'118.641011,32.036576'",孵鹰大厦
32041,"'118.644001,32.034882'",江北新区研创园
33848,"'118.95804,32.199524'",龙袍
33849,"'118.938525,32.103582'",中医药大学
33852,"'118.698047,31.934592'",岱山南路总站西
33853,"'118.696452,31.933271'",岱山南路·夏家村街
33854,"'118.691094,31.93451'",岱山西路总站
33855,"'118.689684,31.936012'",西善花苑小学
33856,"'118.69334,31.94272'",明尚西苑西
33857,"'118.691432,31.943737'",恒永东苑北
33858,"'118.688513,31.942244'",岱山北路西
33859,"'118.678405,31.949134'",岱山西路北
33860,"'118.677101,31.951862'",天保地铁站
33861,"'118.692311,31.963239'",青莲街地铁站北
33862,"'118.697719,31.963314'",螺塘路·吴侯街
33863,"'118.702702,31.962341'",螺塘路·永初路
33864,"'118.700431,31.960947'",螺塘路地铁站
33867,"'118.699442,31.939016'",梅山村路·衡村街
33868,"'118.696205,31.936449'",西善花苑总站
33869,"'118.694029,31.93469'",西善花苑南
33870,"'118.693151,31.932192'",岱山西路南
33871,"'118.694788,31.931769'",岱山南路·夏家村街
33872,"'118.697533,31.934054'",岱山南路总站西
34293,"'119.209214,32.210208'",马渡村
34294,"'119.198906,32.201315'",长江村
34295,"'119.19434,32.197352'",飞花村
34296,"'119.186455,32.207413'",长泰路东
34297,"'119.182394,32.210169'",勤中
34298,"'119.178139,32.212532'",南中村
34299,"'119.174431,32.214581'",北滩桥
34300,"'119.16703,32.218468'",新棚
34301,"'119.158165,32.22266'",大棚村
34302,"'119.148038,32.227635'",泰山队
34303,"'119.128927,32.221251'",营防
34414,"'118.930835,32.037503'",天旺路
34415,"'118.932554,32.040662'",镇东路南
34416,"'118.935285,32.048527'",镇东路·悦民路
34417,"'118.930748,32.049671'",泰盈路
34418,"'118.926257,32.048106'",丁家村
34419,"'118.925252,32.042344'",开城路中
34420,"'118.92434,32.038477'",麒麟工业园
34421,"'118.924004,32.035521'",天泉路
34422,"'118.922982,32.031489'",天和路
34423,"'118.919214,32.02816'",小定林
34424,"'118.914657,32.026606'",智汇路·南湾营街
34425,"'118.910239,32.024852'",中海国际社区
34426,"'118.906927,32.024128'",启迪方洲
34427,"'118.899475,32.018398'",智汇路·沧波门北街
34428,"'118.898979,32.014389'",人口学院
34429,"'118.893098,32.01133'",谢盖
34430,"'118.888906,32.012279'",麒麟科创园
34431,"'118.880226,32.008933'",智汇路·运粮河东路
34432,"'118.874145,32.010143'",白下高新园区
34433,"'118.869865,32.008199'",永丰大道·紫霄路
34434,"'118.866724,32.006003'",石杨路·永丰大道
34435,"'118.862301,32.006933'",杨庄
34898,"'118.930024,32.099849'",仙林中心站
34899,"'118.929575,32.09717'",学子路北
34900,"'118.933173,32.094679'",灵山北路·学子路
34901,"'118.937005,32.096753'",仙林鼓楼医院
34902,"'118.940552,32.09832'",学原路
34903,"'118.939711,32.101818'",学原路·中医药大学
34904,"'118.940165,32.103312'",羊山公园地铁站
34905,"'118.947418,32.10707'",九乡河大桥
34906,"'118.960587,32.109123'",南大仙林校区
34907,"'118.965438,32.110156'",仙林金陵小学
34908,"'118.968628,32.112118'",元化路
34909,"'118.977158,32.116741'",经天路地铁站
34910,"'118.985625,32.118694'",省中医院紫东院区
34911,"'118.992431,32.121016'",仙林湖路南
34912,"'118.991636,32.124961'",仙林湖地铁站南
34913,"'118.987636,32.131975'",仙林湖路北
34916,"'118.981056,32.132374'",守敬路北
34917,"'118.993533,32.136302'",天佑苑
35574,"'118.748299,31.964978'",春江新城北
35575,"'118.745486,31.96168'",新河苑
35576,"'118.745941,31.95924'",升景坊
35577,"'118.749886,31.960207'",春江新城
35578,"'118.750175,31.961458'",江泉路
35579,"'118.758987,31.963204'",春江路东
35580,"'118.760889,31.963161'",铁心桥西
35581,"'118.763519,31.972998'",宁双路
35582,"'118.763602,31.976966'",安德门大街·软件大道
35583,"'118.762658,31.982014'",天隆寺地铁站
35584,"'118.761677,31.985676'",安德门大街·东向花
35585,"'118.761991,31.988725'",菊花台公园
35743,"'118.975381,32.115183'",经天路地铁站南
35744,"'118.973863,32.124374'",广志路·经天路
35745,"'118.97996,32.123549'",高科荣境
35746,"'118.983789,32.12314'",广志路·守敬路
35747,"'118.988111,32.123604'",广志路·仙林湖路
35748,"'118.998173,32.122582'",南京液晶谷
35749,"'118.999826,32.12046'",南京液晶谷南
35750,"'119.013824,32.120169'",仙林国际花园
35751,"'119.018898,32.119592'",仙林东路·同城世家
35752,"'119.022701,32.11947'",仙林东路·博济科技园
35753,"'119.032653,32.122542'",仙林东路·恒大雅苑
35754,"'119.03741,32.124149'",仙林东路·京东紫晶
35755,"'119.042484,32.12319'",滨河公园
35756,"'119.047449,32.118492'",香山壹境
35757,"'119.053326,32.117429'",楠山路站
35758,"'119.056632,32.120898'",大山地
35759,"'119.053971,32.124978'",九曲花苑
35760,"'119.051142,32.126693'",玉兰花园
35761,"'119.048786,32.12973'",新湖仙林翠谷
35762,"'119.046021,32.136147'",狮子山
35763,"'119.044693,32.141877'",大宅门(曹家边)
35764,"'119.040942,32.143698'",丁沙地
35765,"'119.041289,32.148333'",宝华医院
35766,"'119.040475,32.152689'",凤坛花园
36319,"'118.739751,31.882102'",祖堂山站
36320,"'118.738091,31.882166'",南唐二陵
36321,"'118.74408,31.880187'",祖堂山
36322,"'118.754057,31.877305'",善林
36323,"'118.760439,31.874208'",冯村
36324,"'118.767422,31.873273'",东善桥社区
36325,"'118.769058,31.873825'",东善桥北
36326,"'118.769579,31.885738'",康平街(宁丹路)
36327,"'118.766866,31.892298'",施家井
36328,"'118.769312,31.895857'",水长街
36329,"'118.76803,31.901432'",临时站
36330,"'118.762076,31.907804'",牛首山风景区东
36331,"'118.759722,31.90852'",牛首山风景区
36332,"'118.754407,31.919371'",普觉寺
36333,"'118.752777,31.93024'",将军山
36334,"'118.752946,31.936425'",省人武学校
36335,"'118.754036,31.94316'",韩府山庄
36336,"'118.754585,31.946962'",大定坊
36337,"'118.757879,31.951135'",王燕街
36338,"'118.761253,31.955016'",银杏山庄
36339,"'118.762282,31.961393'",铁心桥南
36340,"'118.762444,31.962878'",铁心桥
36895,"'118.769983,31.851454'",林科院南
36896,"'118.770607,31.856472'",林科院
36897,"'118.772417,31.860798'",宁丹路·东虹街
36898,"'118.772096,31.863351'",东虹花苑南苑
36899,"'118.769398,31.869637'",东善桥卫生院
36902,"'118.766742,31.892557'",施家井
36904,"'118.772835,31.896738'",隐龙路北
36905,"'118.773602,31.89987'",诚信大道
36906,"'118.770045,31.906342'",水阁路
36907,"'118.771423,31.908972'",佛城西路中
36908,"'118.7752,31.909475'",佛城西路
36909,"'118.782609,31.910534'",康厚街
36910,"'118.786042,31.91099'",河海大学江宁校区
36911,"'118.791424,31.913989'",河海大学佛城西路
36912,"'118.791376,31.918494'",将军大道康厚街
36913,"'118.79135,31.920928'",国检路
36914,"'118.791315,31.925434'",江南文枢苑
36915,"'118.790256,31.929162'",将军大道迎翠路
36916,"'118.788294,31.933628'",南佑路
36917,"'118.786328,31.938064'",翠屏国际城
36918,"'118.784427,31.943351'",翠屏山
36919,"'118.783043,31.947465'",托乐嘉
36920,"'118.781688,31.951597'",麻田路
36921,"'118.78082,31.954119'",将军大道秦淮路
36922,"'118.779835,31.956454'",秦淮新河大桥
36923,"'118.778251,31.962826'",石马
36924,"'118.776233,31.965152'",景明佳园
36925,"'118.77467,31.971589'",万博花卉
36926,"'118.774666,31.974312'",尹家巷
36927,"'118.774718,31.978106'",尹家巷北
36928,"'118.774727,31.982323'",南北中村
36929,"'118.774727,31.985673'",花神大道
36930,"'118.774722,31.989553'",望江矶
38264,"'118.827683,32.141806'",笆斗山地铁站西
38265,"'118.826996,32.138669'",枣林村
38266,"'118.829378,32.137323'",嘉善路·门坡街
38267,"'118.832713,32.136891'",徐家村街·达古路
38268,"'118.834663,32.136086'",燕城大道·佘冲街
38269,"'118.8349,32.132969'",燕城大道·伏家场街
38271,"'118.843565,32.130329'",壮举路·神农路
38272,"'118.844776,32.128575'",壮举路·春树街
38273,"'118.843956,32.125513'",化纤厂
38274,"'118.84215,32.123053'",化纤新村
38275,"'118.837789,32.118124'",万寿南
54384,"'118.770562,32.114735'",上元门地铁站
68301,"'102.486745,24.926918'",安宁客运站
68302,"'102.487609,24.929158'",柳树广场
68303,"'102.486693,24.931094'",柳树花园
68304,"'102.450161,24.958607'",温泉广场
68305,"'102.445929,24.977561'",林学院路口
68306,"'102.43921,24.983607'",小贵甸路口
68307,"'102.432235,24.98803'",牧羊湖检查站
68308,"'102.427728,24.987915'",牧羊村
68309,"'102.416926,24.990333'",古岚村
68310,"'102.407083,24.993255'",澄江村
68311,"'102.395699,24.993451'",新大桥
68312,"'102.385729,24.990968'",官庄
68313,"'102.372896,24.988736'",却普厂
68314,"'102.365742,24.992705'",后甸小村
68315,"'102.359527,24.994058'",赤龙城
68316,"'102.343371,24.997204'",罗鸣村
68317,"'102.334583,25.006628'",兴龙村
68318,"'102.331046,25.010664'",小李白
68319,"'102.328824,25.015464'",永昌公司
