,station_coords,station_names
95779,"'118.907763,32.098161'",文苑路西
95781,"'118.899522,32.098008'",雁鸣山庄
95782,"'118.89505,32.099548'",仙隐北路·鹤鸣路
95783,"'118.894383,32.101402'",尧胜村
95788,"'118.841911,32.091098'",王家湾
95791,"'118.831717,32.099116'",月苑南路
96344,"'118.897398,32.127797'",仙新路地铁站
96345,"'118.868975,32.121332'",金尧西路
96346,"'118.859581,32.114477'",瑞霞路·华银路
96347,"'118.854787,32.11888'",瑞福大街东
96348,"'118.850082,32.116211'",瑞福大街·寅春路
96349,"'118.847531,32.114019'",寅春路·瑞福街
96350,"'118.850268,32.111198'",丁家庄地铁站
96351,"'118.847852,32.107726'",兴兴路
96352,"'118.843358,32.106855'",上城名苑
96353,"'118.8405,32.105816'",南山
96354,"'118.83342,32.10495'",小营村西
96355,"'118.827637,32.103901'",月苑小区北
96356,"'118.820831,32.103615'",北苑新村
96357,"'118.815266,32.103215'",长营村
96358,"'118.81148,32.1026'",迈皋桥东
96574,"'118.892678,32.049572'",马群
96580,"'118.864339,32.036878'",大栅门
96582,"'118.853795,32.035975'",理工大
96583,"'118.849426,32.037281'",小卫街
96584,"'118.842232,32.039574'",卫岗
96585,"'118.834472,32.039991'",卫桥
96586,"'118.83152,32.036377'",卫桥南
96587,"'118.831181,32.031975'",苜蓿园大街北
96588,"'118.826007,32.031141'",月牙湖
96589,"'118.814642,32.031899'",瑞金路
96590,"'118.805342,32.032369'",公园路
96591,"'118.798878,32.033199'",常府街
96592,"'118.795505,32.031175'",太平巷
96593,"'118.793956,32.025829'",长白街
97194,"'118.899888,32.031001'",西花岗
97195,"'118.902588,32.032284'",西花岗东
97199,"'118.896182,32.036922'",文康苑
97204,"'118.895942,32.051908'",新街
97205,"'118.895501,32.057527'",太阳城
97206,"'118.88707,32.063461'",青马
97207,"'118.885323,32.06871'",黄马
97208,"'118.877275,32.07737'",上五旗
97209,"'118.8675,32.084576'",下五旗
97210,"'118.859249,32.093175'",环陵路·岔路口
97213,"'118.827124,32.087476'",樱铁村
97216,"'118.799625,32.088702'",南京站·北广场东
97723,"'118.896223,32.127307'",仙新路地铁站
97724,"'118.89172,32.124757'",尧顺家园南
97725,"'118.889809,32.1237'",前新塘
97726,"'118.888412,32.119377'",太龙路东
97727,"'118.883189,32.114907'",太龙路·尧小路
97728,"'118.874883,32.110033'",太龙路·尧新大道
97729,"'118.87516,32.106521'",聚宝山公园
97730,"'118.879217,32.104493'",海子口
97731,"'118.883811,32.104696'",仙尧路中
97732,"'118.891266,32.103927'",仙尧路·白金汉爵
97742,"'118.812294,32.071598'",锁金村
97743,"'118.814805,32.066894'",龙蟠路·岗子村
97744,"'118.815888,32.05834'",白马公园
98210,"'118.888021,32.048924'",钟山学院
98211,"'118.894467,32.049403'",马群
98214,"'118.893898,32.066497'",黄庄1号路
98215,"'118.897097,32.072835'",朱庄
98216,"'118.898603,32.081024'",朱庄北
98217,"'118.905135,32.084358'",仙鹤门
98218,"'118.910074,32.087023'",仙鹤门东
98219,"'118.91084,32.090833'",仙隐北路·仙林大道
98220,"'118.909567,32.092328'",仙隐北路·文范路
98221,"'118.906097,32.09494'",听泉山庄
98224,"'118.892049,32.103627'",仙尧路·白金汉爵
98225,"'118.885322,32.104952'",仙尧路中
98226,"'118.877439,32.105126'",海子口
98227,"'118.87488,32.107075'",聚宝山公园
98228,"'118.873586,32.11016'",尧化门市民广场
98229,"'118.872817,32.112413'",尧化新村西
98230,"'118.874216,32.114349'",尧化新村
98231,"'118.879528,32.118627'",新城佳园
98232,"'118.876922,32.122825'",吴家边
98233,"'118.877943,32.125043'",栖霞中学南
98234,"'118.883469,32.126301'",金尧路中
98235,"'118.885673,32.12659'",金尧路东
98236,"'118.887807,32.128032'",香榴湾西门
98237,"'118.888692,32.132171'",翠林总站
99168,"'118.895236,32.058499'",太阳城总站
99170,"'118.900803,32.06678'",金马路
99171,"'118.90888,32.067309'",紫金上林苑
99172,"'118.90875,32.072622'",金马路地铁站
99173,"'118.9075,32.078607'",紫东创意园
99174,"'118.906034,32.081075'",石狮路北
99177,"'118.916054,32.090446'",学则路地铁站西
99178,"'118.916527,32.093872'",学衡路
99180,"'118.916669,32.101887'",文澜路南
99181,"'118.915095,32.10796'",文澜路
99182,"'118.916803,32.112668'",文澜路北
99183,"'118.921068,32.115625'",学海路
99184,"'118.921692,32.121799'",南京技师学院
99185,"'118.921917,32.124061'",文成路
99186,"'118.924913,32.12314'",鸿运嘉园
99187,"'118.93039,32.12357'",高科荣域
99188,"'118.943768,32.132913'",文成东路东
99189,"'118.945354,32.136759'",衡阳寺
99190,"'118.947222,32.141124'",红枫新村
99191,"'118.948737,32.144045'",栖霞老街
99192,"'118.948997,32.147209'",栖霞山总站
99193,"'118.948751,32.152715'",栖石路西
100285,"'118.776632,32.007413'",中华门地铁站
100286,"'118.768028,32.009987'",赛虹桥立交东
100287,"'118.762657,32.009287'",赛虹桥
100288,"'118.761226,32.008001'",凤台南路
100289,"'118.75996,32.006844'",赛上路
100290,"'118.753113,31.996819'",纬八立交桥
100311,"'118.653783,31.928167'",雨花经开区管委会
100312,"'118.650131,31.925217'",金叶花园
100313,"'118.645973,31.921888'",龙飞路
100314,"'118.641489,31.923911'",凤汇大道·龙慧路
100315,"'118.637019,31.924832'",锦华新城西门
100316,"'118.62962,31.915268'",润泰市场
102333,"'118.706036,32.005878'",棉花堤渡口
102334,"'118.708477,32.002284'",棉花堤
102335,"'118.71184,32.00139'",河西大街·乐山路
102336,"'118.713188,31.999891'",乐山路·白龙江西街
102337,"'118.713867,31.997182'",白龙江西街
102338,"'118.715948,31.996894'",燕山路·白龙江西街
102339,"'118.720079,31.996794'",河西大街·元通西
102340,"'118.722825,31.99499'",河西大街·元通东
102348,"'118.745661,32.020629'",应天大街
102355,"'118.769247,32.035159'",虎踞南路·建邺路
102359,"'118.756848,32.052964'",国防园
102360,"'118.75611,32.058588'",虎踞路·草场门
102361,"'118.756287,32.065212'",古林公园
102362,"'118.756178,32.071174'",古平岗
103233,"'118.714988,32.010973'",江苏大剧院
103234,"'118.718198,32.007243'",奥体大街·乐山路
103235,"'118.721354,32.005556'",奥体中心南门
103236,"'118.735716,31.998436'",黄山路·奥体大街
103237,"'118.737579,32.000717'",黄山路·新安江街
103238,"'118.739363,32.002895'",黄山路·牡丹江街
103239,"'118.742595,32.007096'",黄山路·梦都大街
103240,"'118.746331,32.01235'",相子桥
103241,"'118.749062,32.016199'",应天大街地铁站南
103242,"'118.751057,32.016692'",应天大街·黄山路
103243,"'118.754791,32.016186'",文体路·泰山路
103244,"'118.75657,32.019203'",南苑新村
103245,"'118.757835,32.021781'",文体路·集庆门大街
103249,"'118.769432,32.027905'",凤台路·水西门
103250,"'118.767058,32.032142'",莫愁湖东路南
103251,"'118.766203,32.036306'",莫愁湖东路北
103252,"'118.762623,32.04209'",凤凰街
103253,"'118.757308,32.042757'",凤凰西街
103254,"'118.752438,32.043928'",北圩路北
103258,"'118.740062,32.053145'",江东北路·闽江路
103259,"'118.737455,32.052096'",漓江路
103260,"'118.736306,32.052769'",银城街
103261,"'118.736389,32.058582'",中保村
103262,"'118.736227,32.062589'",宝船遗址公园
103263,"'118.735976,32.064022'",海德卫城
103264,"'118.735277,32.067801'",新河二村
103265,"'118.734884,32.071011'",郑和南路
104322,"'118.841612,32.133387'",燕江新城总站
104325,"'118.843717,32.125252'",化纤厂
104332,"'118.83304,32.103131'",营苑东村南门
104333,"'118.830275,32.102322'",营苑南路
104334,"'118.826041,32.099861'",月苑小区
104335,"'118.819368,32.099007'",北苑新村南
104336,"'118.818572,32.097813'",藤子村
104337,"'118.817273,32.089564'",青年路
104338,"'118.815512,32.084748'",红山南路·恒嘉路
104339,"'118.809107,32.07905'",新庄广场北
104340,"'118.810051,32.075764'",新庄广场南
104342,"'118.816999,32.066561'",板仓街·岗子村
104345,"'118.825864,32.077031'",花园路南
104346,"'118.824818,32.079674'",花园路·南林东路
104347,"'118.821299,32.085361'",玄武大道·长途东站
104348,"'118.827128,32.0873'",樱铁村
105106,"'118.796148,31.967502'",南京南站
105110,"'118.77697,31.976863'",软件大道地铁站东
105111,"'118.771984,31.976385'",共青广场
105112,"'118.767101,31.975938'",唐家洼
105113,"'118.761022,31.975382'",软件大道·宁双路
105114,"'118.753442,31.976293'",软件大道·西春路
105116,"'118.734215,31.989165'",中胜地铁站北
105125,"'118.73681,32.013861'",兴隆大街·江东中路
105126,"'118.731952,32.016133'",兴隆大街·燕山路
105127,"'118.728557,32.017369'",清竹园南门
105128,"'118.724806,32.018713'",兴隆大街·华山路
105129,"'118.721715,32.019819'",兴隆大街·苍山路
105130,"'118.720596,32.020981'",苍山路
105131,"'118.721687,32.023438'",汇锦国际西
105132,"'118.724375,32.024396'",汇锦国际北
105133,"'118.729986,32.023362'",桃园居
105134,"'118.733635,32.027256'",燕山路·积贤街
106006,"'119.027548,31.633811'",省溧中西站
106008,"'119.031593,31.660738'",明珠桥
106011,"'119.010446,31.681503'",东盟电气
106012,"'118.998938,31.686276'",创维彩电
106013,"'118.99441,31.690717'",创维冰洗
106014,"'118.967587,31.69612'",新村
106015,"'118.95523,31.705404'",秦淮村委会
106016,"'118.953273,31.710497'",南京飞燕
106017,"'118.95102,31.716363'",嘉民物流
106018,"'118.948729,31.721628'",比亚迪汽车
106019,"'118.940797,31.727141'",长安发动机厂
106020,"'118.933681,31.729379'",金龙汽车厂
106021,"'118.92634,31.732474'",新能源大道西
106022,"'118.919468,31.735577'",中国物流
106023,"'118.908614,31.737918'",空港保税中心
106024,"'118.887558,31.737735'",翔鹰四路·空港新城
106025,"'118.878659,31.73774'",汇安南路·第一食堂
106026,"'118.872511,31.733488'",1号航站楼
106447,"'118.756997,32.037305'",莫愁新寓
106448,"'118.76038,32.039081'",汉中门大街东
106449,"'118.766198,32.036318'",莫愁湖东路北
106450,"'118.766997,32.032398'",莫愁湖东路南
106451,"'118.769211,32.028758'",凤台路·水西门
106452,"'118.765713,32.018185'",长虹路·集庆门大街
106453,"'118.764717,32.01461'",赛虹桥北
106454,"'118.76353,32.008114'",西云村北
106455,"'118.766497,32.004306'",西云村
106457,"'118.763234,31.994575'",安德门
106458,"'118.759084,31.99066'",菊花台
106459,"'118.75282,31.98797'",时光澔韵
106460,"'118.748744,31.986641'",小行
106461,"'118.744466,31.984462'",小行里
106463,"'118.74974,31.977504'",软件大道西
106464,"'118.751084,31.975165'",软件谷大数据基地
106465,"'118.749863,31.970612'",西春路·宁双路
106466,"'118.749141,31.968112'",西春路南
106468,"'118.750155,31.961789'",江泉路
106469,"'118.748802,31.959358'",春江新城
106978,"'118.714363,32.001781'",乐山路·河西大街
106979,"'118.714826,32.002626'",乐山路·楠溪江西街
106980,"'118.716071,32.004941'",乐山路·富春江西街
106981,"'118.718182,32.008736'",奥体中心西门
106982,"'118.720551,32.012956'",金陵图书馆
106983,"'118.722299,32.013813'",梦都大街·乐山路
106984,"'118.728609,32.013313'",燕山路·松花江西街
106985,"'118.731698,32.017559'",白鹭西街
106986,"'118.73407,32.019646'",市第一医院河西院区
106987,"'118.737843,32.019388'",江东中路·月安街
106988,"'118.743811,32.019926'",应天大街·湖西街
106989,"'118.746824,32.018587'",应天大街·恒山路
106991,"'118.754782,32.015041'",应天大街·泰山路
106992,"'118.762137,32.012416'",赛虹桥立交西
106998,"'118.793181,32.002114'",土城头
106999,"'118.793798,32.000169'",土城头南
107000,"'118.799828,31.997686'",洪家园西
107001,"'118.803715,31.995882'",洪家园
107002,"'118.805339,31.993856'",南京市中医院
107003,"'118.803014,31.989238'",春天家园
107004,"'118.801376,31.987103'",窨子山
107005,"'118.800655,31.984076'",夹岗
108000,"'118.817435,32.145582'",燕子矶公园
108003,"'118.821882,32.135376'",燕子矶地铁站
108005,"'118.821852,32.128994'",吉祥庵地铁站
108007,"'118.82631,32.126804'",神农路·燕园路
108021,"'118.811317,32.080163'",新庄广场东
108025,"'118.815725,32.058503'",白马公园
109352,"'118.910241,32.022076'",定林总站
109353,"'118.908669,32.026871'",天宇路·智康路
109354,"'118.910296,32.028465'",智通路·天业路
109355,"'118.910081,32.034963'",迎福路南
109356,"'118.907685,32.036981'",迎福路北
109357,"'118.905471,32.036908'",中花岗总站
109360,"'118.912762,32.047162'",招呼站
109361,"'118.915415,32.050911'",马高路北
109363,"'118.917992,32.054237'",省勘查技术院
109372,"'118.978255,32.054987'",孟庄
109373,"'118.985326,32.05865'",锁石村总站
109836,"'118.848229,32.107057'",兴卫村
109837,"'118.845965,32.105077'",合作村东
109838,"'118.843308,32.104046'",兴都花园
109843,"'118.827239,32.098945'",月苑南路
109845,"'118.83362,32.085313'",樱驼花园
109846,"'118.831576,32.081506'",樱花路
109847,"'118.829972,32.079191'",蒋王庙
109848,"'118.830169,32.077743'",樱驼村
109849,"'118.828653,32.075561'",板仓街·花园路
109850,"'118.825278,32.073585'",钟麓花园
109851,"'118.822495,32.071205'",板仓村
109852,"'118.817426,32.067034'",板仓街·岗子村
109853,"'118.819558,32.052182'",富贵山
109854,"'118.818572,32.046384'",后宰门
109855,"'118.816897,32.038659'",明故宫南
109856,"'118.817039,32.033737'",御道街
109857,"'118.816513,32.028992'",标营
109858,"'118.816064,32.024837'",光华门北
109859,"'118.813339,32.018135'",中和桥
109860,"'118.817665,32.013424'",御水湾花园
109862,"'118.82706,32.013424'",观门口南
110565,"'118.753588,32.108062'",南堡公园(西)
110567,"'118.765423,32.111911'",燕江路南
110568,"'118.764418,32.108359'",金陵小区
110569,"'118.76241,32.105988'",金陵村
110570,"'118.758629,32.099594'",水关桥
110571,"'118.755786,32.099666'",水关桥西
110572,"'118.756117,32.096006'",晓街
110573,"'118.758035,32.091546'",五所村
110574,"'118.757426,32.089881'",新民路
110575,"'118.758844,32.086624'",铁路北街
110576,"'118.759781,32.084427'",铁路北街南
110577,"'118.76326,32.083099'",福建路
110578,"'118.766773,32.08604'",新门口
110579,"'118.7689,32.087817'",钟阜路
110580,"'118.775085,32.087078'",黑龙江路
110581,"'118.778442,32.087187'",黑龙江路东
110582,"'118.77999,32.085333'",汇林绿洲东
110583,"'118.781372,32.084839'",四川路
110584,"'118.784023,32.083976'",许府巷
110585,"'118.784023,32.078857'",玄武湖隧道
111049,"'118.862676,32.018966'",紫金明珠
111050,"'118.862678,32.023529'",紫金东路东
111051,"'118.858763,32.023051'",紫金东路
111052,"'118.854028,32.023503'",胜利村路东
111053,"'118.851085,32.027062'",玄武军休六所
111054,"'118.849493,32.029104'",长巷
111055,"'118.843746,32.029162'",钟山花园城
111056,"'118.8391,32.028991'",后标营路·童卫路
111057,"'118.834295,32.029009'",富丽山庄北
111059,"'118.818342,32.031654'",外五龙桥东
111065,"'118.821098,32.070009'",板仓村
111069,"'118.821439,32.085413'",玄武大道·长途东站
111071,"'118.832449,32.089727'",经五立交
112107,"'118.758889,32.071124'",水佐岗
112108,"'118.764373,32.072519'",三步两桥
112109,"'118.767961,32.075567'",新模范马路·虹桥
112110,"'118.77175,32.077277'",司背后
112111,"'118.775292,32.077354'",新模范马路·青石村
112112,"'118.782031,32.077403'",新模范马路东
112114,"'118.809537,32.085686'",曹后村站
112120,"'118.827795,32.103832'",月苑小区北
112121,"'118.831093,32.10444'",小营村西
112591,"'118.740555,31.938412'",定坊工业园
112592,"'118.743797,31.939463'",软件谷人才公寓
112593,"'118.74606,31.938326'",中兴村
112594,"'118.748907,31.940843'",黄泥岗
112595,"'118.752382,31.944047'",大周路北
112598,"'118.761194,31.954887'",银杏山庄
112601,"'118.763506,31.972906'",宁双路
112603,"'118.762698,31.981815'",天隆寺地铁站
112611,"'118.761542,32.012953'",赛虹桥立交西
112612,"'118.755235,32.015243'",应天大街·泰山路
112613,"'118.751338,32.01693'",应天大街·黄山路
112614,"'118.747068,32.01889'",应天大街·恒山路
112615,"'118.744376,32.020147'",应天大街·湖西街
112616,"'118.741248,32.022136'",悦府西
112617,"'118.742587,32.02686'",金地名京
112618,"'118.741875,32.028416'",集庆门大街·江东中路
113375,"'118.835569,31.992962'",汇彩路东
113376,"'118.831093,31.99281'",祥天路南
113377,"'118.830175,31.994888'",汇景北路东
113378,"'118.831915,31.99678'",七桥瓮公园
113379,"'118.826252,31.997248'",校场大道东
113380,"'118.820461,31.993761'",校场大道·国际路
113381,"'118.816414,31.991331'",校场大道·神机营路
113382,"'118.812057,31.988764'",不动产档案馆
113383,"'118.80871,31.986769'",校场大道·汇景东路
113384,"'118.802643,31.98308'",校场大道西
113386,"'118.797858,31.98419'",软件大道东
113387,"'118.794106,31.981584'",花神美境
113393,"'118.763482,31.9743'",宁双路
113394,"'118.76313,31.971305'",安德门大街南
113395,"'118.762505,31.965776'",铁心桥
113396,"'118.762193,31.961831'",铁心桥南
113397,"'118.761004,31.954903'",银杏山庄
113398,"'118.758847,31.952404'",王燕街
113399,"'118.754555,31.947268'",大定坊
113400,"'118.751092,31.943075'",大周路北
113401,"'118.747731,31.939923'",黄泥岗
113402,"'118.744674,31.937435'",中兴村
113403,"'118.744896,31.942331'",茗苑路
113404,"'118.753871,31.943515'",韩府山庄
113405,"'118.753062,31.937978'",省人武学校
113406,"'118.752741,31.931557'",将军山
114399,"'118.755102,31.999259'",凤台南路·梦都大街
114405,"'118.76223,31.991457'",安德门地铁站
114406,"'118.761815,31.98859'",菊花台公园
114407,"'118.761995,31.983904'",安德门大街·东向花
114408,"'118.762891,31.980048'",天隆寺地铁站
114410,"'118.763103,31.971072'",安德门大街南
114412,"'118.76115,31.964982'",铁心桥地铁站西
114413,"'118.754445,31.965736'",凤翔山庄北
114414,"'118.747973,31.964991'",春江新城北
114415,"'118.73992,31.957599'",雨航大道·贾西路
114416,"'118.737571,31.953585'",雨航大道·龙西路
114417,"'118.739626,31.944054'",韩府大街·雨航大道
114418,"'118.745679,31.943156'",茗苑路
114419,"'118.740621,31.938624'",定坊工业园
114841,"'118.863425,32.020712'",南理工科技园
114842,"'118.860851,32.019622'",清新家园
114843,"'118.857339,32.018194'",光华路·胜利村路
114844,"'118.852493,32.017193'",牌楼
114845,"'118.84773,32.018286'",海福巷东
114846,"'118.841041,32.019353'",海福巷西
114847,"'118.837607,32.018895'",工程兵学院
114848,"'118.834111,32.019197'",天堂村
114849,"'118.823144,32.013729'",观前里
114850,"'118.816687,32.013723'",御水湾花园
114851,"'118.812214,32.010958'",马家圩
114852,"'118.808625,32.006833'",康美里
114853,"'118.793927,32.00534'",双桥门西
114854,"'118.789247,32.005651'",应天大街·养虎巷
114855,"'118.7827,32.0061'",梅花村
114856,"'118.780999,32.006179'",应天大街·雨花路
114862,"'118.756859,32.004064'",花语江南小区(招呼站)
114863,"'118.753867,32.005734'",兴隆大街·西城路
114864,"'118.750186,32.007501'",兴隆大街·泰山路
114865,"'118.74676,32.004573'",梦都大街东地铁站
114866,"'118.744629,32.001744'",泰山路·创盛路
114867,"'118.741995,32.000201'",泰山路总站
114868,"'118.740119,32.000108'",嵩山路·新安江街
114869,"'118.73799,31.997507'",嵩山路·奥体大街
114870,"'118.742114,31.992982'",奥体大街·云龙山路
114871,"'118.74244,31.991228'",创意路·富春江东街
114872,"'118.738663,31.99165'",富春江东街·云龙山路
117018,"'118.702289,31.988591'",青奥村总站
117019,"'118.703442,31.987201'",青奥村南门
117020,"'118.704232,31.986298'",青奥村小学东
117021,"'118.705398,31.98198'",河西儿童医院2号门
117024,"'118.716518,31.98928'",江东中路·博览中心东门
117025,"'118.719435,31.992493'",江东中路·白龙江东街
117026,"'118.720826,31.99436'",江东中路·元通南
117027,"'118.732565,31.987518'",中胜地铁站南
117028,"'118.743804,31.987103'",西城路·楠溪江东街
117029,"'118.7483,31.993437'",沙洲东
117030,"'118.751715,31.997884'",西城路·梦都大街
117031,"'118.755801,32.005503'",西城路·兴隆大街
117032,"'118.758609,32.011016'",西城路·怡康街
117033,"'118.760808,32.018182'",西城路北
117034,"'118.760117,32.022205'",南湖集贸市场
117035,"'118.756803,32.023777'",东升村
117036,"'118.755231,32.025578'",南湖地铁站北
117037,"'118.756298,32.028636'",南湖中心广场
117038,"'118.757109,32.030909'",大士茶亭地铁站
117039,"'118.756766,32.034486'",莫愁湖西路
117040,"'118.757432,32.036093'",莫愁湖公园西门
117547,"'119.078598,32.190212'",花园公交总站
117548,"'119.079834,32.196312'",顾家村
117549,"'119.081718,32.201771'",花园
117550,"'119.088495,32.212925'",南京综保区
117551,"'119.092646,32.225463'",三江口
117552,"'119.103878,32.225698'",滨江
117553,"'119.111331,32.222762'",叶庄
117554,"'119.117448,32.222973'",严庄
117555,"'119.12735,32.221889'",营防
117556,"'119.13464,32.219089'",营防东
117557,"'119.143559,32.214167'",官州路
117558,"'119.150273,32.21023'",新圩路
117559,"'119.155242,32.207489'",天界村
117560,"'119.16149,32.204122'",同心路
117561,"'119.171289,32.199905'",块子村
117562,"'119.179366,32.196914'",块子桥
117563,"'119.189829,32.204858'",老滩路
117564,"'119.191706,32.206654'",上坝
117871,"'118.79746,32.089426'",南京站·北广场西
117872,"'118.795479,32.09129'",黄家圩
117873,"'118.7987,32.095721'",东井亭
117874,"'118.801693,32.097387'",红山站
117875,"'118.804773,32.099834'",东井村
117876,"'118.807004,32.102079'",和燕路·迈皋桥
117877,"'118.809041,32.103595'",迈皋桥地铁站西
117878,"'118.811691,32.108002'",南砖新村
117879,"'118.814663,32.111996'",和燕路·青城路
117880,"'118.820508,32.113859'",青城路·逸文路
117885,"'118.844477,32.123035'",寅春路(临时站)
117886,"'118.843852,32.125299'",化纤厂
117887,"'118.845118,32.128189'",壮举路·春树街
117888,"'118.843962,32.129878'",壮举路·神农路
117889,"'118.849042,32.131782'",笆斗山路中
117890,"'118.847172,32.135226'",盛春路·神农路
118314,"'118.762773,32.041993'",凤凰街
118315,"'118.756962,32.045691'",凤凰东街清凉门大街
118316,"'118.751419,32.049601'",凤凰东街北圩路
118317,"'118.748477,32.054527'",龙园东路龙园南路
118318,"'118.748168,32.061393'",龙园东路草场门大街
118319,"'118.744953,32.067014'",郑淮路·定淮门大街
118320,"'118.741032,32.069772'",郑淮路北
118321,"'118.737404,32.064964'",舸舫西园
118456,"'118.749201,31.96802'",西春路南
118457,"'118.749734,31.970268'",西春路·宁双路
118458,"'118.750984,31.971406'",软件谷大数据基地南
118459,"'118.752352,31.970946'",云密路南
118460,"'118.750953,31.96726'",凤信路西
118461,"'118.744098,31.968239'",铁心桥服务区北
118462,"'118.740198,31.964666'",贾西东
118463,"'118.734128,31.964106'",贾西新苑北
118469,"'118.725565,31.95028'",滨河北路西
118470,"'118.72353,31.953815'",梅岭小区
118471,"'118.722783,31.955816'",西善桥社区医院
118475,"'118.721823,31.970595'",莲花新城北苑北门
118476,"'118.717927,31.970283'",莲花新城北苑西门
118478,"'118.712313,31.971055'",中和村
119032,"'118.714544,31.996739'",白龙江西街总站
119034,"'118.720887,31.995106'",江东中路·元通南
119035,"'118.719008,31.99285'",江东中路·白龙江东街
119036,"'118.716002,31.989515'",江东中路·博览中心东门
119037,"'118.711805,31.989581'",金沙江西街东
119038,"'118.709249,31.990009'",青年文化中心东门
119039,"'118.707677,31.988484'",国际青年文化中心
119040,"'118.705744,31.986566'",邺城路·青奥村东
119041,"'118.697237,31.981172'",邺城路·平良大街
119042,"'118.692285,31.979798'",邺城路·吴侯街
119043,"'118.687027,31.978325'",海峡城东
119044,"'118.684796,31.977695'",邺城路·龙王大街
122084,"'118.744602,32.081586'",南医大二附院总站
122085,"'118.744421,32.085151'",姜家园
122086,"'118.747571,32.08655'",挹江门
122087,"'118.751421,32.086201'",盐仓桥广场西
122088,"'118.756554,32.082726'",南医大二附院东院
122094,"'118.782243,32.060428'",中山北路·鼓楼
122095,"'118.784039,32.051881'",中山路·珠江路北
122099,"'118.780902,32.021243'",中山南路·新桥
122104,"'118.763138,31.99448'",安德门
122525,"'118.730647,32.046072'",育才公寓
122527,"'118.734375,32.042095'",金陵世纪花园
122528,"'118.734383,32.040989'",浦江路·汉中门大街
122529,"'118.736753,32.039501'",典雅居
122530,"'118.74073,32.039531'",裕华名居
122531,"'118.745776,32.038767'",康怡花园
122532,"'118.751077,32.038411'",汉中门大街·嫩江路
122533,"'118.753181,32.036866'",北圩路
122543,"'118.767163,31.995668'",(雨花南路)安德门
122545,"'118.774521,31.990326'",望江矶
122547,"'118.784023,31.98879'",紫荆花路
122548,"'118.786389,31.988872'",宁南小区西
123309,"'118.781945,32.039041'",新街口·石鼓路
123310,"'118.779701,32.042088'",新街口西
123315,"'118.750806,32.041108'",鱼苗塘
123316,"'118.745979,32.040833'",凤凰三村
123317,"'118.743698,32.042946'",凤凰花园城
123318,"'118.741725,32.046457'",中心南村
123319,"'118.739594,32.047462'",江东北路·清凉门大街
123321,"'118.740016,32.056326'",江东北路·草场门大街
123322,"'118.739874,32.060924'",江东北路·龙园北路
123323,"'118.739208,32.06413'",江东北路·定淮门大街
123324,"'118.73862,32.06603'",江东北路·三汊河
123325,"'118.740497,32.073627'",农贸中心
123326,"'118.741572,32.080556'",南医大二附院
123327,"'118.742097,32.084469'",热河南路
123329,"'118.743955,32.095017'",南京西站
123330,"'118.750554,32.096957'",机务段
123331,"'118.755855,32.099415'",水关桥西
123332,"'118.758293,32.099377'",水关桥
123333,"'118.764384,32.10001'",大庙村
123334,"'118.769282,32.100687'",幕府南路北
123335,"'118.773173,32.09947'",孙家洼路西
123336,"'118.773498,32.103189'",戎军路南
123337,"'118.772431,32.104748'",金域中央总站
124158,"'118.827999,32.01951'",石门坎
124159,"'118.822801,32.019669'",石门坎西
124160,"'118.819644,32.019779'",光华路西
124164,"'118.818125,32.037062'",明故宫南
124168,"'118.819652,32.052813'",富贵山
124169,"'118.814947,32.067025'",龙蟠路·岗子村
124172,"'118.805117,32.080113'",新庄广场西
124174,"'118.797922,32.084471'",南京站·南广场东
125559,"'118.726615,32.021063'",奥体新城
125560,"'118.729563,32.020415'",月安街·华山路东
125561,"'118.732789,32.020716'",燕山路·月安街
125562,"'118.734069,32.022505'",应天大街·燕山路
125563,"'118.736793,32.021953'",所街
125575,"'118.788592,32.015778'",箍桶巷
125576,"'118.792601,32.012932'",马道街·江宁路
125577,"'118.792977,32.008862'",大树城
125581,"'118.796285,31.990728'",卡子门
125584,"'118.802573,31.981381'",双龙街
125585,"'118.811793,31.983841'",汇景北路
125586,"'118.810217,31.982678'",汇景路
126346,"'118.771191,32.08983'",钟阜路·城河村
126347,"'118.769256,32.088238'",钟阜路
126348,"'118.766889,32.086288'",新门口
126349,"'118.763486,32.083527'",福建路
126350,"'118.763047,32.081056'",三牌楼大街北
126351,"'118.766233,32.079193'",和会街
126353,"'118.768745,32.072159'",中山北路·虹桥
126362,"'118.768957,32.034828'",虎踞南路·建邺路
126366,"'118.754785,32.029171'",南湖
126919,"'118.73482,32.078951'",唐山路总站
126920,"'118.737817,32.078058'",白云亭西
126921,"'118.739588,32.077348'",白云亭
126926,"'118.750687,32.09203'",兴中门
126927,"'118.753181,32.093963'",大桥饭店
126928,"'118.75301,32.100921'",方家营路·水关桥
126929,"'118.750122,32.10231'",方家营
126930,"'118.748216,32.103034'",宝塔桥
126931,"'118.753601,32.108055'",南堡公园西
126940,"'118.787127,32.113941'",旭日景城总站
127403,"'118.74244,32.056674'",龙江新城市广场
127405,"'118.753809,32.059504'",草场门大桥东
127412,"'118.799652,32.057324'",北京东路·兰园
127428,"'118.83453,32.115164'",墨香路北站
128304,"'118.735929,32.090189'",公共路中
128308,"'118.759639,32.093942'",长平桥西
128309,"'118.762496,32.093958'",长平桥东
128312,"'118.77803,32.09056'",金桥市场
128315,"'118.800153,32.082826'",龙蟠路·南京站东
128316,"'118.806884,32.078837'",新庄广场西
128879,"'118.792414,32.023661'",建康路·夫子庙
